drug_name,pubchem_id,smile,micro_name,micro_tid,dis_Sname,dis_MESH
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dialister,39948,"Lupus Erythematosus, Systemic",MESH:D008180
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Staphylococcus aureus,1280,"Lupus Erythematosus, Systemic",MESH:D008180
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,"Lupus Erythematosus, Systemic",MESH:D008180
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Ischemic Stroke,MESH:D000083242
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Akkermansia,239934,Ischemic Stroke,MESH:D000083242
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Ischemic Stroke,MESH:D000083242
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bifidobacterium,1678,Diarrhea,MESH:D003967
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Diarrhea,MESH:D003967
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dialister,39948,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Sutterella,40544,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Alistipes,239759,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Propionibacterium acnes,1747,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Collinsella,102106,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Staphylococcus aureus,1280,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Coprococcus,33042,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bacteroides,816,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dorea,189330,Psoriasis,MESH:D011565
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Escherichia coli,562,Pneumonia,MESH:D011014
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Staphylococcus aureus,1280,Pneumonia,MESH:D011014
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dialister,39948,Spinal Cord Injuries,MESH:D013119
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Escherichia coli,562,Spinal Cord Injuries,MESH:D013119
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Spinal Cord Injuries,MESH:D013119
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Akkermansia,239934,Spinal Cord Injuries,MESH:D013119
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Spinal Cord Injuries,MESH:D013119
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Hepatic Encephalopathy,MESH:D006501
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Hepatic Encephalopathy,MESH:D006501
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Escherichia coli,562,Amyotrophic Lateral Sclerosis,MESH:D000690
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Amyotrophic Lateral Sclerosis,MESH:D000690
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dorea,189330,Amyotrophic Lateral Sclerosis,MESH:D000690
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Sutterella,40544,Schizophrenia,MESH:D012559
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Coprococcus,33042,Schizophrenia,MESH:D012559
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Schizophrenia,MESH:D012559
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dorea,189330,Schizophrenia,MESH:D012559
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bifidobacterium,1678,Constipation,MESH:D003248
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Coprococcus,33042,Constipation,MESH:D003248
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Alistipes,239759,Fatigue,MESH:D005221
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bifidobacterium,1678,Brain Diseases,MESH:D001927
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Brain Diseases,MESH:D001927
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Brain Diseases,MESH:D001927
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dialister,39948,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Sutterella,40544,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Gardnerella,2701,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bifidobacterium,1678,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Alistipes,239759,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Collinsella,102106,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Coprococcus,33042,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bacteroides,816,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Akkermansia,239934,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Dorea,189330,Parkinson Disease,MESH:D010300
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Collinsella,102106,Cholestasis,MESH:D002779
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Faecalibacterium,216851,Cholestasis,MESH:D002779
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Roseburia,841,Cholestasis,MESH:D002779
Minocycline,54675783,CN(C)C1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C,Bacteroides,816,Dyspepsia,MESH:D004415
Methsuximide,6476,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,Clostridium sp.,1506,Stevens-Johnson Syndrome,MESH:D013262
Biperiden,2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,Clostridium sp.,1506,Schizophrenia,MESH:D012559
Biperiden,2381,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O,Clostridium sp.,1506,Parkinson Disease,MESH:D010300
Salicylic Acid,338,C1=CC=C(C(=C1)C(=O)O)O,Enterobacter aerogenes,548,Atherosclerosis,MESH:D050197
Nevirapine,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Clostridium sp.,1506,Stevens-Johnson Syndrome,MESH:D013262
Nevirapine,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Clostridium sp.,1506,HIV Infections,MESH:D015658
Nevirapine,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Clostridium sp.,1506,Cholestasis,MESH:D002779
Gallic acid,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,Lactobacillus,1578,Oligospermia,MESH:D009845
Gallic acid,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,Lactobacillus,1578,Ischemia,MESH:D007511
Gallic acid,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,Escherichia coli,562,Ischemia,MESH:D007511
Gallic acid,370,C1=C(C=C(C(=C1O)O)O)C(=O)O,Lactobacillus,1578,Liver Cirrhosis,MESH:D008103
Hesperidin,10621,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,Escherichia coli,562,"Carcinoma, Hepatocellular",MESH:D006528
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Liver Neoplasms,MESH:D008113
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Heart Failure,MESH:D006333
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Fibrosis,MESH:D005355
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Hypertension,MESH:D006973
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Amyotrophic Lateral Sclerosis,MESH:D000690
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Schizophrenia,MESH:D012559
Bromocriptine mesylate,31100,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O.CS(=O)(=O)O,Clostridium sp.,1506,Parkinson Disease,MESH:D010300
Ceftazidime pentahydrate,5362051,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-].O.O.O.O.O,Parabacteroides merdae,46503,Infections,MESH:D007239
Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,Bifidobacterium longum,216816,"Colitis, Ulcerative",MESH:D003093
Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,Streptococcus parasanguinis,1318,"Colitis, Ulcerative",MESH:D003093
Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,Coprococcus comes,410072,"Colitis, Ulcerative",MESH:D003093
Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,Roseburia intestinalis,166486,Colorectal Neoplasms,MESH:D015179
Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,Streptococcus salivarius,1304,Colorectal Neoplasms,MESH:D015179
Alfacalcidol,5282181,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,Clostridium perfringens,1502,Colorectal Neoplasms,MESH:D015179
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Bifidobacterium longum,216816,Diarrhea,MESH:D003967
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Bacteroides uniformis,820,Diarrhea,MESH:D003967
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Coprococcus comes,410072,Diarrhea,MESH:D003967
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Escherichia coli,562,Clostridium Infections,MESH:D003015
Imipenem,104838,CC(C1C2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,Akkermansia muciniphila,239935,Clostridium Infections,MESH:D003015
Bromperidol,2448,C1CN(CCC1(C2=CC=C(C=C2)Br)O)CCCC(=O)C3=CC=C(C=C3)F,Akkermansia muciniphila,239935,Schizophrenia,MESH:D012559
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Haemophilus influenzae,727,Otitis Media,MESH:D010033
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Staphylococcus aureus,1280,Otitis Media,MESH:D010033
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Streptococcus,1301,Otitis Media,MESH:D010033
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Veillonella,29465,Otitis Media,MESH:D010033
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Veillonella,29465,Stevens-Johnson Syndrome,MESH:D013262
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Lactobacillus,1578,Diarrhea,MESH:D003967
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Bifidobacterium,1678,Diarrhea,MESH:D003967
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Collinsella aerofaciens,74426,Diarrhea,MESH:D003967
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Veillonella,29465,Diarrhea,MESH:D003967
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Bacteroides uniformis,820,Diarrhea,MESH:D003967
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Phocaeicola vulgatus,821,Diarrhea,MESH:D003967
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Enterobacteriaceae,543,Pneumonia,MESH:D011014
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Klebsiella pneumoniae,573,Pneumonia,MESH:D011014
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Haemophilus influenzae,727,Pneumonia,MESH:D011014
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Staphylococcus aureus,1280,Pneumonia,MESH:D011014
Cefixime,5362065,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,Veillonella,29465,Pneumonia,MESH:D011014
Nitrendipine,4507,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C,Clostridium sp.,1506,Hypertension,MESH:D006973
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Veillonella,29465,Stevens-Johnson Syndrome,MESH:D013262
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Enterobacteriaceae,543,Cholestasis,MESH:D002779
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Streptococcus salivarius,1304,Cholestasis,MESH:D002779
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Veillonella,29465,Cholestasis,MESH:D002779
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Coprococcus comes,410072,Cholestasis,MESH:D002779
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Bacteroides,816,Dyspepsia,MESH:D004415
Norfloxacin,4539,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,Escherichia,561,Gonorrhea,MESH:D006069
Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Streptococcus salivarius,1304,"Diabetes Mellitus, Type 2",MESH:D003924
Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Parabacteroides distasonis,823,"Diabetes Mellitus, Type 2",MESH:D003924
Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Streptococcus salivarius,1304,Fibrosis,MESH:D005355
Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Parabacteroides distasonis,823,Fibrosis,MESH:D005355
Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,Streptococcus salivarius,1304,Hyperglycemia,MESH:D006943
Zinc oxide,14806,O=[Zn],Escherichia coli,562,Atherosclerosis,MESH:D050197
Zinc oxide,14806,O=[Zn],Escherichia coli,562,Pneumonia,MESH:D011014
Zinc oxide,14806,O=[Zn],Staphylococcus aureus,1280,Pneumonia,MESH:D011014
Zinc oxide,14806,O=[Zn],Pseudomonas aeruginosa,287,Pneumonia,MESH:D011014
Caffeine,2519,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Pseudomonas aeruginosa,287,Pneumonia,MESH:D011014
Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,Bifidobacterium,1678,Brain Diseases,MESH:D001927
Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,Veillonella,29465,Brain Diseases,MESH:D001927
Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,Enterococcus,1350,Brain Diseases,MESH:D001927
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Bifidobacterium,1678,Asthma,MESH:D001249
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Bacteroidetes,976,Asthma,MESH:D001249
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Oscillospira,119852,Non-alcoholic Fatty Liver Disease,MESH:D065626
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Erysipelotrichaceae,128827,Non-alcoholic Fatty Liver Disease,MESH:D065626
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Akkermansia,239934,Non-alcoholic Fatty Liver Disease,MESH:D065626
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Ruminococcaceae,541000,Non-alcoholic Fatty Liver Disease,MESH:D065626
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Bacteroidetes,976,Non-alcoholic Fatty Liver Disease,MESH:D065626
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Clostridiales,186802,Attention Deficit Disorder with Hyperactivity,MESH:D001289
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Bacteroides ovatus,28116,Attention Deficit Disorder with Hyperactivity,MESH:D001289
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Ruminococcaceae,541000,Osteoporosis,MESH:D010024
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Ruminococcaceae,541000,Urinary Bladder Neoplasms,MESH:D001749
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Oscillospira,119852,"Diabetes Mellitus, Type 2",MESH:D003924
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Microbacterium,33882,"Diabetes Mellitus, Type 2",MESH:D003924
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Methanobrevibacter,2172,"Diabetes Mellitus, Type 2",MESH:D003924
Bisphenol A,6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Bifidobacterium,1678,"Diabetes Mellitus, Type 2",MESH:D003924
