,MESH:D003967,MESH:D006333,MESH:D000544,MESH:D006973,MESH:D013281,MESH:D002779,MESH:D001528,MESH:D007511,MESH:D008113,MESH:D009765,MESH:D008103,MESH:D011225,MESH:D005356,MESH:D011014,MESH:D010033,MESH:D013262,MESH:D007239,MESH:D012852,MESH:D014397,MESH:D001281,MESH:D029424,MESH:D011695,MESH:D004415,MESH:D003424,MESH:D015212,MESH:D001987,MESH:D003093,MESH:D003092,MESH:D010195,MESH:D000292,MESH:D003110,MESH:D006501,MESH:D000437,MESH:D001927,MESH:D010518,MESH:D005757,MESH:D003015,MESH:D004697,MESH:D006069,MESH:D001289,MESH:D008180,MESH:D012559,MESH:D018805,MESH:D004696,MESH:D010051,MESH:D001943,MESH:D005355,MESH:D005221,MESH:D015179,MESH:D012393,MESH:D000152,MESH:D001172,MESH:D008175,MESH:D003876,MESH:D003327,MESH:D006528,MESH:D001249,MESH:D013274,MESH:D001749,MESH:D008881,MESH:D050197,MESH:D006967,MESH:D000083242,MESH:D005759,MESH:D002546,MESH:D009080,MESH:D010190,MESH:D003324,MESH:D010300,MESH:D001171,MESH:D003731,MESH:D003924,MESH:D016640,MESH:D009157,MESH:D009103,MESH:D002446,MESH:D011565,MESH:D015209,MESH:D000690,MESH:D003550,MESH:D012004,MESH:D009062,MESH:D065626,MESH:D010610,MESH:D009845,MESH:D004938,MESH:D002583,MESH:D007822,MESH:D047928,MESH:D014062,MESH:D011704,MESH:D006980,MESH:D013927,MESH:D017497,MESH:D019693,MESH:D006816,MESH:D013119,MESH:D003248,MESH:D015658,MESH:D006943,MESH:D010024,MESH:D013964,MESH:D003922,MESH:D012859,MESH:D000067877,MESH:D002318,MESH:D010019,MESH:D001321,MESH:D000163,MESH:D054198,MESH:D000086382,MESH:D018442,MESH:D002481,MESH:D004761,MESH:D014552,MESH:D002292,MESH:D007669,MESH:D045169,MESH:D006949,MESH:D001170,MESH:D001714,MESH:D011471,MESH:D011085,MESH:D012595,MESH:D051436,MESH:D006526,MESH:D020345,MESH:D006258,MESH:D003865,MESH:D052878,MESH:D053713,MESH:D006509,MESH:D016889,MESH:D018856,MESH:D014890,MESH:D010392,MESH:D016585,MESH:D056586,MESH:D007918,MESH:D013167,MESH:D015352,MESH:D024821,MESH:D017726,MESH:D015535,MESH:D007634,MESH:D008105,MESH:D014376,MESH:D010510,MESH:D011236,MESH:D015817,MESH:D010003,MESH:D013585,MESH:D000077195,MESH:D010505,MESH:D005706
MESH:D000292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041322,0.0,0.047059,0.0,0.0,0.18868,0.039216,0.039653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041322,0.039604,0.050209,0.0,0.0,0.0,0.082759,0.0,0.16107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03352,0.0,0.073379,0.0,0.028807,0.0,0.020448,0.0,0.0,0.034043,0.0,0.0,0.0,0.0,0.040956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054054,0.0,0.03177,0.0,0.024793,0.0,0.039801,0.024931,0.13,0.017857,0.017544,0.04507,0.0,0.083333,0.0,0.02439,0.17483,0.0,0.030303,0.028986,0.0,0.0,0.0,0.079545,0.03352,0.028986,0.087755,0.035422,0.0,0.0,0.14754,0.0,0.033846,0.0,0.0,0.0,0.025424,0.0,0.0,0.0,0.034908,0.0,0.0,0.086957,0.0,0.0,0.0,0.0,0.0
MESH:D003110,0.0,0.0,0.0,0.0,0.0,0.013717,0.0,0.0,0.12487,0.0,0.021403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049704,0.084848,0.0,0.070275,0.12128,0.024965,0.0,1.0,0.0061412,0.0,0.0,0.0,0.021302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018737,0.060642,0.0,0.0,0.67576,0.0,0.0,0.0,0.01594,0.0,0.0,0.059688,0.0,0.19321,0.0098103,0.0,0.0,0.0,0.0,0.074896,0.0,0.0,0.10218,0.0,0.0,0.0,0.0,0.0,0.0,0.014559,0.0,0.049238,0.0,0.0081855,0.0,0.017291,0.39573,0.032105,0.013717,0.014245,0.0,0.18563,0.0063336,0.013055,0.0,0.015806,0.0,0.0,0.0,0.0,0.0071006,0.0,0.0,0.0,0.0,0.0,0.0,0.026137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045413,0.0,0.0030334,0.0,0.043254,0.0,0.0052786,0.0,0.0,0.0,0.0,0.0,0.010737,0.0081301,0.0,0.0,0.005571,0.049704,0.070735,0.0,0.0,0.0,0.005571,0.007323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093197,0.0,0.0,0.0,0.0,0.0,0.0,0.031653,0.0,0.061263
MESH:D006501,0.0,0.0,0.082418,0.0,0.0,0.02459,0.0,0.0,0.086207,0.019481,0.1,0.0,0.017241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245,0.020548,0.0,0.0098522,0.02,0.041667,0.0,0.0061412,1.0,0.0,0.29167,0.0,0.013245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076775,0.0,0.0,0.0,0.0,0.0,0.0,0.042453,0.0,0.014634,0.0,0.08502,0.0,0.0,0.067961,0.041667,0.067961,0.0,0.022124,0.0,0.071429,0.0,0.0,0.059603,0.049724,0.018797,0.016575,0.091503,0.0,0.01626,0.077253,0.025,0.0061412,0.0,0.07377,0.0,0.0,0.012931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039735,0.051724,0.063953,0.0,0.0,0.098361,0.078947,0.0,0.050279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010959,0.0,0.0,0.0,0.0,0.073171,0.0,0.0,0.0,0.0,0.0,0.0,0.028708,0.013245,0.0,0.0,0.0,0.0,0.028708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.043269,0.0,0.0,0.059603,0.0,0.0,0.0,0.0,0.0,0.014634
MESH:D000437,0.0,0.0,0.026667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.0,0.068182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.0,0.0,0.032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D001927,0.0,0.0,0.30508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29167,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52941,0.0,0.0,0.34807,0.0,0.34807,0.0,0.0,0.0,0.28814,0.0,0.0,0.0,0.0,0.039604,0.051282,0.0,0.0,0.0,0.10651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15929,0.18519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D010518,0.0,0.0,0.0,0.0,0.2,0.0,0.086747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20455,0.0,0.042553,0.0,0.0,0.0,0.0,0.0,0.10435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D005757,0.0,0.0,0.0,0.0,0.0,0.033708,0.0,0.0,0.035461,0.0,0.042735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11864,0.18584,0.0,0.082353,0.17949,0.057471,0.0,0.021302,0.013245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026374,0.0,0.0,0.0,0.0,0.0,0.0,0.01676,0.0,0.12209,0.0,0.0,0.0,0.0,0.0,0.4023,0.0,0.0,0.025907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.022222,0.0,0.02994,0.021302,0.0,0.033708,0.0,0.0,0.045226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011364,0.11864,0.0,0.0,0.0,0.0,0.011364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017442
MESH:D003015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045045,0.0,0.0,0.3617,0.034483,0.14536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16084,0.083333,0.0,0.0,0.0,0.10465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096591,0.0,0.0,0.0,0.0,0.012821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05618,0.0,0.01105,0.0,0.016393,0.0,0.035211,0.38272,0.06383,0.0,0.0,0.042194,0.0,0.10588,0.0,0.0,0.0,0.0,0.0,0.02027,0.0,0.0,0.0,0.0,0.0,0.02027,0.0,0.0,0.0,0.0,0.16935,0.0,0.26839,0.0,0.0,0.0,0.016949,0.0,0.0,0.0,0.2988,0.0,0.0,0.11392,0.0,0.0,0.0,0.0,0.0
MESH:D004697,0.0,0.14286,0.0,0.057143,0.0,0.0,0.020725,0.0,0.0,0.0,0.0,0.0,0.0,0.041667,0.0,0.0,0.15625,0.035398,0.092737,0.081395,0.0,0.018634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039604,0.0,0.0,0.0,0.0,0.0,0.0,0.16084,1.0,0.091954,0.0,0.0,0.0,0.071856,0.31429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082353,0.0,0.0,0.0,0.0,0.0,0.034965,0.0,0.028653,0.0,0.028653,0.03,0.0,0.054726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042254,0.10117,0.0,0.0,0.0,0.0,0.019048,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.047059,0.0,0.017021,0.0,0.022727,0.0,0.035874,0.096296,0.054054,0.0,0.0,0.0401,0.0,0.072289,0.0,0.0,0.0,0.0,0.0,0.026201,0.0,0.0,0.0,0.0,0.0,0.026201,0.0,0.0,0.01919,0.0,0.14634,0.0,0.11729,0.0,0.0,0.0,0.023256,0.0,0.0,0.0,0.12348,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0
MESH:D006069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111,0.0,0.026201,0.0,0.0,0.10909,0.022814,0.048897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050209,0.0,0.0,0.0,0.0,0.0,0.0,0.083333,0.091954,1.0,0.0,0.0,0.0,0.04902,0.0,0.016807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02521,0.0,0.014205,0.0,0.0083102,0.0,0.0047506,0.0,0.0,0.061224,0.0,0.0,0.0,0.0,0.11364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028986,0.0,0.078306,0.0,0.013289,0.0,0.023077,0.048017,0.057915,0.0047281,0.0046566,0.02537,0.0,0.049261,0.0,0.020231,0.013711,0.0,0.0073126,0.037594,0.0,0.0,0.0,0.021277,0.02521,0.037594,0.016447,0.0082474,0.0,0.0,0.1095,0.0,0.049067,0.0,0.0,0.0,0.013559,0.0,0.0,0.0,0.053942,0.0,0.0,0.050761,0.0,0.0,0.0,0.0,0.0
MESH:D001289,0.0,0.0,0.033333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.14754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D008180,0.0,0.0,0.0,0.0,0.0,0.0,0.025696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047009,0.0,0.0,0.0,0.0,0.0,0.045113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.095238,0.054545,0.24706,0.0,0.061856,0.0,0.0,0.02994,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.041667,0.0,0.0,0.0,0.24706,0.0,0.0,0.0,0.078261,0.10345,0.0,0.069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024876,0.2087,0.0,0.0,0.0,0.030888,0.0,0.0,0.0,0.16783,0.13866,0.0,0.0,0.0,0.0,0.020236,0.027933,0.0,0.028146,0.14371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12885,0.26316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D012559,0.0,0.0,0.050847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068182,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.084746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D018805,0.035294,0.0,0.0,0.0,0.0,0.0,0.0,0.18072,0.0,0.017094,0.079646,0.0,0.0,0.088889,0.0,0.0,0.33803,0.071006,0.071964,0.078261,0.051724,0.022642,0.035294,0.0,0.0,0.0,0.0,0.0,0.0,0.082759,0.0,0.0,0.0,0.0,0.0,0.0,0.10465,0.071856,0.04902,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18072,0.060241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.035294,0.03876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10619,0.0,0.033841,0.0,0.048309,0.0,0.15663,0.058419,0.09697,0.0,0.0059613,0.084211,0.0,0.14679,0.0,0.0,0.0,0.0,0.033426,0.05814,0.0,0.0,0.0,0.0,0.0,0.05814,0.0,0.0,0.0,0.0,0.067568,0.0,0.093525,0.0,0.0,0.0,0.049751,0.0,0.0,0.035088,0.095101,0.0,0.0,0.15534,0.0,0.0,0.0,0.0,0.0
MESH:D004696,0.0,0.42857,0.0,0.14286,0.0,0.0,0.029197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20455,0.0,0.02521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2093,0.0,0.0,0.0,0.0,0.0,0.084746,0.0,0.055249,0.0,0.055249,0.051724,0.0,0.12821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D010051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041379,0.0,0.0,0.025105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16107,0.018737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016807,0.0,0.0,0.0,0.0,0.0,1.0,0.067669,0.0,0.0,0.01992,0.0,0.0,0.0,0.030928,0.0,0.0,0.027439,0.0,0.028037,0.079909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15205,0.0,0.0,0.0,0.0,0.029963,0.057239,0.026178,0.0,0.0,0.0,0.0,0.0,0.0,0.018737,0.045113,0.0,0.028213,0.020202,0.034483,0.14842,0.026239,0.018789,0.030717,0.016678,0.033898,0.0,0.0,0.0,0.0,0.0,0.0,0.014599,0.0,0.0,0.16561,0.027119,0.0,0.0,0.0,0.0,0.0,0.010033,0.0090634,0.0,0.0082508,0.0,0.0,0.04717,0.056017,0.015353,0.0,0.0,0.0,0.0,0.059259,0.23008,0.0,0.022556,0.0,0.0,0.076271,0.0,0.05102,0.020202,0.0,0.16804,0.024876,0.0,0.0,0.056478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029963,0.0,0.0,0.0,0.04461,0.0,0.028037
MESH:D001943,0.0,0.0,0.0,0.0,0.0,0.0,0.050955,0.0,0.12857,0.0,0.0,0.0,0.0,0.0,0.0,0.038136,0.0,0.0,0.0,0.0,0.0,0.044776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052632,0.0,0.0,0.0,0.067669,1.0,0.0,0.0,0.059603,0.2093,0.10714,0.023256,0.10638,0.061224,0.0,0.08427,0.0,0.087719,0.052083,0.0,0.0,0.0,0.0,0.0,0.0,0.082192,0.09375,0.0,0.0,0.023256,0.0,0.0,0.0,0.068966,0.0,0.0,0.13636,0.0,0.0,0.0,0.060642,0.15517,0.0,0.088757,0.0,0.090909,0.051724,0.07772,0.0,0.1049,0.0,0.0,0.0,0.044335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10976,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.027624,0.0,0.029412,0.035503,0.0,0.0,0.040663,0.0,0.0,0.0,0.0,0.0,0.058824,0.032877,0.16364,0.0,0.0,0.0,0.27907,0.0,0.0,0.0,0.0,0.06338,0.0,0.049861,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15126,0.0,0.087719
MESH:D005355,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.42857,0.0,0.055556,0.48837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20455,0.16854,0.063025,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18072,0.0,0.0,0.0,1.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10791,0.0,0.0,0.0,0.016207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESH:D005221,0.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.16667,0.069767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068182,0.05618,0.063025,0.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060241,0.0,0.0,0.0,0.14286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035971,0.0,0.0,0.0,0.016207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
